,제목,가수,가사,좋아요
25,Coffee,beabadoobee,"Don't stay awake for too long
Don't go to bed
I'll make a cup of coffee for your head
I'll get you up and going out of bed
And I promise that one day I'll feel fine
And I promise that one day I'll feel alright
And I'll make a cup of coffee
With the right amount of sugar
How you like it
And I'll make a cup of coffee
With the right amount of sugar
How you like it
How you like it
Don't know how long I'll stay for
It's okay I'll knock on your door
Won't you come down and get me?
I like it when you hold me
Tight
You make me feel nice
The green in your eyes
Makes me feel warm inside
And I'll make a cup of coffee
With the right amount of sugar
How you like it
And I'll make a cup of coffee
With the right amount of sugar
How you like it
How you like it
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",616
26,Castle on the Hill,Ed Sheeran(에드 시런),"When I was six years old I broke my leg
I was running from my brother and his friends
And tasted the sweet perfume 
of the mountain grass as I rolled down

I was younger then,
Take me back to when

I found my heart and broke it here
Made friends and lost them through the years
And I've not seen the roaring fields in so long,
I know I've grown
And I can't wait to go home

I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way
You make me feel,
And it's real
We watched the sunset
over the castle on the hill

Fifteen years old and smoking hand-rolled cigarettes
Running from the law through the backfields and 
getting drunk with my friends
Had my first kiss on a Friday night,
I don't reckon that I did it right

But I was younger then,
Take me back to when

We found weekend jobs, when we got paid
We'd buy cheap spirits and drink them straight
Me and my friends have not thrown up in so long,
Oh, how we've grown
But I can't wait to go home

I'm on my way
Driving at 90 down those country lanes
Singing to ""Tiny Dancer""
And I miss the way
You make me feel,
And it's real
We watched the sunset 
over the castle on the hill
over the castle on the hill

One friend left to sell clothes
One works down by the coast
One had two kids but lives alone
One's brother overdosed
One's already on his second wife
One's just barely getting by
But these people raised me
And I can't wait to go home

And I'm on my way,
I still remember these old country lanes
When we did not know the answers
And I miss the way
You make me feel,
It's real
We watched the sunset 
over the castle on the hill
over the castle on the hill
over the castle on the hill
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,138"
27,Lemon Tree,Fool's Garden(풀스 가든),"I'm sittin' here in the boring room
It's just another rainy Sunday afternoon
I'm wastin' my time I got nothin' to do
I'm hangin' around I'm waitin' for you
But nothing ever happens
And I wonder
I'm drivin' around in my car
I'm drivin' too fast I'm drivin' too far
I'd like to change my point of view
I feel so lonely I'm waitin' for you
But nothing ever happens
And I wonder
I wonder how I wonder why
Yesterday you told me 'bout the blue blue sky
And all that I can see is
just another lemon tree
I'm turnin' my head up and down
I'm turnin' turnin' turnin'
turnin' turnin' around
And all that I can see is
just another lemon tree
Sing
Dap da-da-da-dam di-dap-da
Da-da-da-dam di-dap-da
Dap di-di-li-da
I'm sittin' here I missed the power
I'd like to go out takin' a shower
But there's a heavy cloud inside my head
I feel so tired put myself into bed
Well nothing ever happens
And I wonder
Isolation is not good for me
Isolation I don't want to sit on the lemon tree
I'm steppin' around in the desert of joy
Maybe anyhow I'll get another toy
And everything will happen
And you wonder
I wonder how I wonder why
Yesterday you told me 'bout the blue blue sky
And all that I can see is
just another lemon tree
I'm turnin' my head up and down
I'm turnin' turnin' turnin'
turnin' turnin' around
And all that I can see is
just a another lemon tree
And I wonder wonder
I wonder how I wonder why
Yesterday you told me 'bout the blue blue sky
And all that I can see (Ah dip-dip-dip-dip)
And all that I can see (Ah dip-dip-dip-dip)
And all that I can see
Is just a yellow lemon tree
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","3,542"
28,Counting Stars,OneRepublic(원리퍼블릭),"Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no morecounting dollars
We'll be counting stars
Yeah we'll be counting stars
I see this life Like a swinging vine
Swing my heart across the line
In my faces flashing signs
Seek it out and ye shall find
Old but I'm not that old
Young but I'm not that bold
And I don't think the world is sold
I'm just doing what we're told
I feel something so right
At doing the wrong thing
I feel something so wrong
At doing the right thing
I couldn't lie couldn't lie couldn't lie
Everything that kills me
makes me feel alive
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be counting stars
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be we'll be counting stars
I feel the love And I feel it burn
Down this river every turn
Hope is a four letter word
Make that money Watch it burn
Old but I'm not that old
Young but I'm not that bold
And I don't think the world is sold
I'm just doing what we're told
And I feel something so wrong
At doing the right thing
I could lie could lie could lie
Everything that drowns me makes me wanna fly
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be counting stars
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be we'll be counting stars
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Everything that kills me
makes me feel alive
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be counting stars
Lately I been I been losing sleep
Dreaming about the things that we could be
But baby I been I been prayin' hard
Said no more counting dollars
We'll be we'll be counting stars
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Take that money And watch it burn
Sink in the river The lessons I learned
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","8,988"
29,Because of You,Kelly Clarkson(켈리 클락슨),"I will not make the same mistakes that you did
I will not let myself
Cause my heart so much misery
I will not break the way you did
You fell so hard
I've learned the hard way
To never let it get that far

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side 
so I don't get hurt
Because of you
I find it hard to trust not only me
but everyone around me
Because of you
I am afraid

I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh
Everyday of my life
My heart can't possibly break
When it wasn't even whole to start with

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side 
so I don't get hurt
Because of you
I find it hard to trust not only me
but everyone around me
Because of you
I am afraid

I watched you die
I heard you cry every night in your sleep
(I watched you die, in your sleep)
I was so young
You should have known 
better than to lean on me
(I was too young for you to lean on me)
You never thought of anyone else
You just saw your pain
(You never saw me, yeah, yeah)
And now I cry in the middle of the night
For the same damn thing

Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side 
so I don't get hurt

Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

Because of you, ooh
Because of you, ooh, ooh
cindyym 님이 등록해 주신 가사입니다.
가사 오류 제보","48,120"
30,なんでもないや (movie ver.) / Nandemonaiya (movie ver.),RADWIMPS(래드윔프스) CONNECT 아티스트,"二人の間　通り過ぎた風は　
후타리노 아이다 토오리 스기타 카제와
우리 둘 사이를 스쳐 지나간 바람은 

どこから寂しさを運んできたの
도코카라 사비시사오 하콘데 키타노
어디서 외로움을 실어 온 걸까

泣いたりしたそのあとの空は　 
나이타리시타 소노 아토노 소라와
울기라도 한 뒤의 하늘은 

やけに透き通っていたりしたんだ
야케니 스기 토옷테 이타리시탄다
지독히도 투명해 보이곤 했어

いつもは尖ってた父の言葉が　
이츠모와 토갓테타 치치노 코토바가
늘 날카롭던 아버지의 말씀이 

今日は暖かく感じました
쿄오와 타타카쿠 칸지마시타
오늘은 따뜻하게 느껴졌죠

優しさも笑顔も夢の語り方も　
야사시사모 에가오모 유메노 카타리카타모
상냥함도 미소도 꿈 얘길 하는 법도

知らなくて全部　君を真似たよ
시라나잇쿠데 젠부 키미오 마네다요
몰라, 전부 너를 흉내 냈어

もう少しだけでいい　あと少しだけでいい　
모오 스코시다케데 이이 아토 스코시다케데 이이
조금만이라도 좋아, 이제 조금만 더, 

もう少しだけでいいから
모오 스코시다케데 이이카라
조금만이라도 좋으니까

もう少しだけでいい　あと少しだけでいい
모오 스코시다케데 이이 아토 스코시다케데 이이
조금만이라도 좋아, 이제 조금만 더,

もう少しだけ　くっついていようか
모오 스코시다케 쿳츠이테이요오카
조금만 더 같이 있어줄래

僕らタイムフライヤー　時を駆け上がるクライマー
보쿠라 타임 프라이야 토키오 카케아가루 쿠라이마
우리는 타임 플라이어 시간을 치닫는 클라이머

時のかくれんぼ　はぐれっこはもういやなんだ
토키노 카쿠렘보 하구렛코와 모오 이야난다
시간의 숨바꼭질 이젠 서로를 잃고 싶지 않아

嬉しくて泣くのは　悲しくて笑うのは
우레시쿠테 나쿠노와 카나시쿠테 와라우노와
기뻐서 우는 건 슬퍼서 웃는 건

君の心が　君を追い越したんだよ 
키미노 코코로가 키미오 오이코시탄다요
너의 마음이 널 앞지른 거야

星にまで願って　手にいれたオモチャも
호시니마데네갓테 테니이레타 오모챠모 
별에게까지 소원 빌어 손에 넣은 장난감도

部屋の隅っこに今　転がってる 
지금은 방구석에 굴러다녀
헤야노 스밋코니 이마 코로갓테루

叶えたい夢も　今日で100個できたよ　
카나에타이 유메모 쿄오데 햑코데키타요 
이루고 싶은 꿈도 오늘로 100개가 되었어

たった一つといつか　交換こしよう
탓타 히토츠토 이츠카 코우칸오시요우
단 하나와 맞바꾸기야

いつもは喋らないあの子に今日は　
이츠모와 샤베라나이 아노코니 쿄오와
오늘은 평소엔 말도 걸지 않던 그 아이에게

放課後「また明日」と声をかけた
호카고 마타아시타 토 코에오 카케타
방과 후에 “내일 봐”라고 말했어

慣れないこともたまにならいいね　
 나레나이 코토모 타마니나라 이이네 
익숙하지 않은 일도 가끔은 좋은 것 같아

特にあなたが　隣にいたら
토쿠니 아나타가 토나리니 이타라
특히 당신이 곁에 있다면

もう少しだけでいい　あと少しだけでいい　
모오 스코시다케데 이이 아토 스코시다케데 이이
조금만이라도 좋아, 이제 조금만 더, 

もう少しだけでいいから
모오 스코시다케데 이이카라
조금만이라도 좋으니까

もう少しだけでいい　あと少しだけでいい
모오 스코시다케데 이이 아토 스코시다케데 이이
조금만이라도 좋아, 이제 조금만 더, 

もう少しだけくっついていようよ
모오 스코시다케 쿳츠이테이요오요
조금만 더 같이 있어줄래

僕らタイムフライヤー　君を知っていたんだ
보쿠라 타임 프라이야 키미오 싯테이탄다
우리는 타임 플라이어 널 알고 있었어

僕が　僕の名前を　覚えるよりずっと前に
보쿠가 보쿠노 나마에오 오보에루요리 즛토 마에니
내가 내 이름을 외우기 아주 오래 전부터

君のいない　世界にも　
키미노 이나이 세카이니모
네가 없는 세상에도 

何かの意味はきっとあって
나니카노 이미와 킷토 앗테
어떤 의미는 분명 있을 텐데

でも君のいない　世界など　
 데모 키미노 이나이 세카이나도
하지만 네가 없는 세상 따윈 

夏休みのない　八月のよう
나츠야스미노 나이 하치가츠노요오
여름방학 없는 8월 같아

君のいない　世界など　笑うことない　サンタのよう
키미노 이나이 세카이나도 와라우 코토나이 산타노요오
네가 없는 세상 따윈 웃음 잃은 산타클로스 같아

君のいない　世界など
키미노 이나이 세카이나도
네가 없는 세상 따윈

僕らタイムフライヤー　時を駆け上がるクライマー
보쿠라 타임 프라이야 토키오 카케아가루 쿠라이마
우리는 타임 플라이어 시간을 치닫는 클라이머

時のかくれんぼ　はぐれっこはもういやなんだ
토키노 카쿠렘보 하구렛코와 모오 이야난다
시간의 숨바꼭질 이젠 서로를 잃고 싶지 않아

なんでもないや　やっぱりなんでもないや
난데모 나이야 얏빠리 난데모 나이야
아무것도 아냐 역시 아무것도 아냐

今から行くよ
이마카라 이쿠요
지금 바로 갈게

僕らタイムフライヤー　時を駆け上がるクライマー
보쿠라 타임 프라이야 토키오 카케아가루 쿠라이마
우리는 타임 플라이어 시간을 치닫는 클라이머

時のかくれんぼ　はぐれっこ　はもういいよ
토키노 카쿠렘보 하구렛코와 모오 이이요
시간의 숨바꼭질 이젠 서로를 잃고 싶지 않아

君は派手なクライヤー　その涙　止めてみたいな
키미와 하데나 쿠라이야 소노나미다 토메테미타이나
넌 요란한 크라이어 그 눈물 멈추게 하고 싶어

だけど　君は拒んだ　零れる
다케도 키미와 코반다 코보레루
하지만 넌 거부했어 

ままの涙を見てわかった
마마노 나미다오 미테와캇타
계속 흐르고 있는 눈물 보고 알았어

嬉しくて泣くのは　悲しくて　笑うのは 
우레시쿠테 나쿠노와 카나시쿠테 와라우노와
기뻐서 우는 건 슬퍼서 웃는 건

僕の心が　僕を追い越したんだよ
보쿠노 코코로가 보쿠오 오이코시탄다요
나의 마음이 날 앞지른 거야
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","5,938"
31,Maps,Maroon 5(마룬 파이브),"I miss the taste of a sweeter life
I miss the conversation
I’m searching for a song tonight
I’m changing all of the stations
I like to think that we had it all
We drew a map to a better place
But on that road I took a fall
Oh baby why did you run away?
I was there for you
In your darkest times
I was there for you
In your darkest nights
But I wonder where were you?
When I was at my worst
Down on my knees
And you said you had my back
So I wonder where were you?
When all the roads you took came back to me
So I’m following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following
I hear your voice in my sleep at night
Hard to resist temptation
'Cause something strange has come over me
And now I can’t get over you
No, I just can’t get over you
I was there for you
In your darkest times
I was there for you
In your darkest nights
But I wonder where were you?
When I was at my worst
Down on my knees
And you said you had my back
So I wonder where were you?
When all the roads you took came back to me
So I’m following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Oh oh oh
Oh oh oh
Yeah yeah yeah
Oh oh oh
Oh, I was there for you
Oh, in your darkest time
Oh, I was there for you
Oh, in your darkest nights
Oh, I was there for you
Oh, in your darkest time
Oh, I was there for you
Oh, in your darkest nights
But I wonder where were you?
When I was at my worst
Down on my knees
And you said you had my back
So I wonder where were you?
When all the roads you took came back to me
So I’m following the map that leads to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you
The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following
lololob 님이 등록해 주신 가사입니다.
가사 오류 제보","2,889"
32,Dried Flower,Yuuri,"多分 私じゃなくていいね

타분 와타시쟈 나쿠테 이이네

아마 내가 아니라서 좋겠네


余裕のない二人だったし

요유-노 나이 후타리 닷타시

여유가 없는 두사람이였고


気付けば喧嘩ばっかりしてさ

키즈케바 켄카밧카리 시테사

알아차리니 싸움밖에 안했네


ごめんね

고멘네

미안해


ずっと話そうと思ってた

즛토 하나소-토 오못테타

계속 말하려고 생각했어


きっと私たち合わないね

킷토 와타시타치 아와나이네

분명 우리 맞지 않는다고


二人きりしかいない部屋でさ

후타리키리 시카 이나이 헤야데사

두사람 밖에 없는 방에서말야


貴方ばかり話していたよね

아나타 바카리 하나시테이타요네

당신만 이야기하고 있었ㅈㅣ


もしいつか何処かで会えたら

모시 이츠카 도코카데 아에타라

혹시 언젠가 어디선가 만난다면


今日の事を笑ってくれるかな

쿄-노 코토오 와랏테 쿠레루카나

오늘 일을 웃어주려나


理由もちゃんと話せないけれど

리유-모 챤토 하나세나이케레도

이유도 분명히 말할수 없지만


貴方が眠った後に泣くのは嫌

아나타가 네뭇타 아토니 나쿠노와 이야

당신이 잠든 후에 우는것은 싫어 


声も顔も不器用なとこも

코에모 카오모 부키요- 나 토코모

목소리도 얼굴도 서투른 것도


全部全部 嫌いじゃないの

젠부 젠부 키라이쟈나이노

전부 전부 싫지 않아


ドライフラワーみたい

도라이후라와- 미타이

드라이플라워 같이


君との日々もきっときっときっときっと

키미토노 히비모 킷토 킷토 킷토 킷토

너와의 나날도 분명 분명 분명 분명


色褪せる

이로아세루

빛이 바랠거야


多分 君じゃなくてよかった

티분 키미쟈 나쿠테 요캇타

아마 네가 아니라서 다행이야


もう泣かされることもないし

모- 나카사레루 코토모 나이시

이제 울릴 일도 없어서


「私ばかり」なんて言葉も

와타시바카리 난테 코토바모

나뿐이야 따위 말도


なくなった

나쿠낫타

없어졌어


あんなに悲しい別れでも

안나니 카나시이 와카레데모

그렇게 슬픈 헤ㅓ짐이라도


時間がたてば忘れてく

지칸가 타테바 와스레테쿠

시간이 지나면 잊혀져가


新しい人と並ぶ君は

아타라시이 히토토 나라부 키미와

새로운 사람과 대등한 너는


ちゃんとうまくやれているのかな

챤토 우마쿠 야레테이루노카나

확실히 잘 하고 있으려나


もう顔も見たくないからさ

모- 카오모 미타쿠 나이카라사

이제 얼굴도 보고싶지 않으니까


変に連絡してこないでほしい

헨니 렌라쿠 시테코나이데 호시이

괜히 연락하지 않길 바라


都合がいいのは変わってないんだね

츠고-가 이이노와 카왓테나인다네

사정이 좋은건 변하지 않았네


でも無視できずにまた少し返事

데모 무시데키즈니 마타 스코시 헨지

하지만 무시하지 못하고 다시 조금 답장해


声も顔も不器用なとこも

코에모 카오모 부키요-나 토코모

목소리도 얼굴도 서투른 것도


多分今も 嫌いじゃないの

타분 이마모 키아리쟈 나이노

아마 지금도 싫지 않아


ドライフラワーみたく

도라이후라와- 미타이

드라이플라워 같이


時間が経てば

지칸가 타테바

시간이 지나면


きっときっときっときっと色褪せる

킷토 킷토 킷토 킷토 이로아세루

분명 분명 분명 분명 빛이 바랠거야


月灯りに魔物が揺れる

츠키아카리니 마모노가 유레루

달빛에 마물이 흔들려


きっと私もどうかしてる

킷토 와타시모 도-카 시테루

분명 나도 어떻게든 될거야


暗闇に色彩が浮かぶ

쿠라야미니 시키사이가 우카부

어둠속에 색채가 떠올라


赤黄藍色が胸の奥

아카 키 아이이로가 무네노 오쿠

빨강 노랑 남색이 가슴속에서


ずっと貴方の名前を呼ぶ

즛토 아나타노 나마에오 요부

계속 당신의 이름을 불러


好きという気持ち

스키토 이우 키모치

좋아한다는 기분이


また香る

마타 카오루

다시 풍겨와


声も顔も不器用なとこも

코에모 카오모 부키요-나 토코모

목소리도 얼굴도 서투른 것도


全部全部 大嫌いだよ

젠부 젠부 다이키라이다요

전부 전부 너무 싫어


まだ枯れない花を

마다 카레나이 하나오

아직 시들지 않은 꽃을 


君に添えてさ

키미니 소에테사

네게 곁들여줄테니까


ずっとずっとずっとずっと

즛토 즛토 즛토 즛토

계속 계속 계속 계속


抱えてよ

카카에테요

안아줘
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",655
33,Lucky Strike,Maroon 5(마룬 파이브),"You're such a motivator I gotta get you where
So sick of saying yes sir yes sir
You're such an instigator
you wanna play the game
Take it or leave it that's her that's her
And I can't wait another minute
I can't take the look she's giving
Your body rocking keep me up all night
One in a million
My lucky strike
Got me so high and then she dropped me
But she got me she got me she got me bad
Took me inside and then she rocked me
She keep me up all night this is what it sounds like
Oh oh oh my lucky strike
Oh oh oh my lucky strike
Your body rocking keep me up all night
One in a million my lucky strike
Stuck in an elevator she take me to the sky
And I don't wanna go down go down
She said I'll feel you later go ahead and fantasize
She make me want her right now right now
And I can't wait another minute
I can't take the look she's giving
Your body rocking keep me up all night
One in a million
My lucky strike
Got me so high and then she dropped me
But she got me she got me she got me bad
Took me inside and then she rocked me
She keep me up all night this is what it sounds like
Oh oh oh my lucky strike
Oh oh oh my lucky strike
Your body rocking keep me up all night
One in a million my lucky strike
Hey you're taking all my pain away
You're shaking like an earthquake
Hey you're taking all my pain away
You're shaking like an earthquake
Got me so high and then she dropped me
But she got me she got me she got me bad
Took me inside and then she rocked me
She keep me up all night this is what it sounds like
Oh oh oh my lucky strike
Oh oh oh my lucky strike
Your body rocking keep me up all night
One in a million my lucky strike
My lucky strike my lucky strike
Your body rocking keep me up all night
One in a million
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","5,783"
34,Warriors,Imagine Dragons(이매진 드래곤스),"As a child you would wait
And watch from far away
But you always knew 
That you'll be the one
That work while they all play
And you you lay awake 
At night and scheme
Of all the things you 
That would change
But it was just a dream
Here we are don't turn away now
We are the warriors 
That built this town
Here we are don't turn away now
We are the warriors 
That built this town
From Dust
The time will come 
When you'll have to rise
Above the best improve yourself
Your spirit never dies
Farewell I've gone 
To take my throne
Above don't weep for me
Cuz this will be the labor of my love
Here we are don't turn away now
We are the warriors 
That built this town
Here we are don't turn away now
We are the warriors 
That built this town
From Dust
Here we are don't turn away now
We are the warriors 
That built this town
Here we are don't turn away now
We are the warriors 
That built this town
From Dust
bbbgold 님이 등록해 주신 가사입니다.
가사 오류 제보","2,355"
35,It's My Life,Bon Jovi(본 조비),"This ain't a song for the broken hearted 
No silent prayer for the faith departed 
I ain't gonna be just a face in the crowd 
You're gonna hear my voice 
When I shout it out loud 

It's my life 
It's now or never 
I ain't gonna live forever 
I just want to live while I'm alive 
(It's my life) 
My heart is like an open highway 
Like Frankie said 
I did it my way 
I just wanna live while I'm alive 
It's my life 

This is for the ones who stood their ground 
For Tommy and Gina who never backed down 
Tomorrow's getting harder make no mistake 
Luck ain't even lucky 
Got to make your own breaks 

 It's my life 
And it's now or never 
I ain't gonna live forever 
I just want to live while I'm alive 
(It's my life) 
My heart is like an open highway 
Like Frankie said 
I did it my way 
I just want to live while I'm alive 
'Cause it's my life 

Better stand tall when they're calling you out 
Don't bend, don't break, 
baby, don't back down 

It's my life 
And it's now or never 
'Cause I ain't gonna live forever 
I just want to live while I'm alive 
(It's my life) 
My heart is like an open highway 
Like Frankie said 
I did it my way 
I just want to live while I'm alive 

It's my life 
And it's now or never 
'Cause I ain't gonna live forever 
I just want to live while I'm alive 
(It's my life) 
My heart is like an open highway 
Like Frankie said 
I did it my way 
I just want to live while I'm alive 
'Cause it's my life
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","57,288"
36,Orange,SPYAIR(스파이에어/スパイエアー),"さよなら は言わない 約束もない
また会えるから 僕らは
オレンジを少し かじる地平線
甘酸っぱい光 眩しくて

すべり出す汗と 響いた声
叩き合えた肩 笑いあって 泣いて

明日へ向かう オレンジ色の空へ
羽ばたいていく
あと1秒だけ もう1秒だけ
なんて 惜しむような 今が きっと

小さな背中に 大きな夢を乗せて
ここまで来たんだよ
思い通りの未来だけじゃないけど
楽しかったよね 全てが

息を切らし ただ 走り続け
追いかけてたのは 胸の熱さだろう

もう一回のない そんな瞬間が
ずっと 繋がってくように
何を描こうか? 何をしようか?
なんて 想像してみるけど
きっと きっと

確かな事だって いつか分かるから
間違っても良いよ 怖がらないで
君は 君でいい, Oh

少し苦い オレンジのよう
後に残った切なさ
あと1秒だけ もう1秒だけ
なんて 惜しみながら行くよ

限られた時間が いつか
ふいに 恋しくなっても
立ち止まらないで 振り返らないで
君は進んで行けばいいんだよ
きっと きっと
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",208
37,Leo,Yuuri,"ショーケースの中過ごしていた
誰もかれもが過ぎ去っていた
怖かったんだ　あの日君に
連れられるまでは
僕と同じの小さな手
転げまわり　くすぐりあう僕ら
こんなに君の事好きになってた
どんなときでも傍に居て
君が言うなら　ああ
名前はレオ　名前呼んでよ
君がつけてくれた名前だから
嬉しい時も悲しい時も
傍に居ると決めた大事な人
君が大きくなるほどに
僕との時間は減るが道理
遠くに君の友達同士
仕方がないよなぁ
最近つけるその香水
鼻の利く僕にとっては辛いや
今日も帰りは遅くなるんだろうか
Open Mic
君が居ない部屋　夢を見る
あの日のこと　また
名前はレオ　名前呼んでよ
君がつけてくれた名前だから
寂しいけれど　悲しいけれど
傍に居ると決めた大事な人
君が誰かと暮らすことを
伝えに帰ってきた夜に
撫でてくれたね　きっとお別れだね
最後にさ　会えたから　ねぇ幸せだよ
名前はレオ　名前呼んでよ
君がつけてくれた名前だから
もう泣かないでよ　名前呼んでよ
あの日より大きな手で撫でてくれた
名前はレオ　名前呼んでよ
君がくれた名前で良かったよ
忘れないでよ　それでいいんだよ
新しい誰かにまた名前つけて
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",478
38,One Summer Night (Dian Ying << Qiu Xia >> Cha Qu),진추하(陳秋霞/Chelsia Chan),"One summer night 
the stars were shining bright 
one summer dream 
made with fancy whims 
that summer night 
my whole world tumbled down 
I could have died, if not for you 

Set me free 
like sparrows up the trees 
give a sign 
so I would ease my mind 
just say a word 
and I'll come running wild 
give me a chance to live again 

Each night I'd pray for you 
my heart would cry for you 
the sun won't shine again 
since you have gone 
each time I'd think of you 
my heart would beat for you 
you are the one for me
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","13,727"
39,Lilac,Mrs. GREEN APPLE,"過ぎてゆくんだ今日も
この寿命の通りに
限りある数字が減るように
美しい数字が増えるように

思い出の宝庫
古いものは棚の奥に
埃を被っているのに
誇りが光って見えるように

されど
By my side
不安 喝采 連帯
濁ったりの安全地帯
グワングワンになる
朝方の倦怠感
三番ホーム 準急電車

青に似た
すっぱい春とライラック
君を待つよ ここでね
痛みだす人生単位の傷も
愛おしく思いたい
探す宛ても無いのに
忘れてしまう僕らは
何を経て 何を得て
大人になってゆくんだろう

一回だけのチャンスを
見送ってしまう事が無いように
いつでも踵を浮かしていたい
だけども難しいように

主人公の候補
くらいに自分を思っていたのに
名前も無い役のような
スピンオフも作れないよな

たかが
By my side
くだらない愛を歌う際
嘘つきにはなりたくない
ワサワサする胸
朝方の疎ましさ
ズラして乗る 急行電車

影が痛い
価値なんか無い
僕だけが独りのような
夜が嫌い
君が嫌い
優しくなれない僕です
光が痛い
希望なんか嫌い
僕だけ置いてけぼりのような
夜が嫌い
一人が怖い
我儘が拗れた美徳

不完全な思いも
如何せん大事にしたくて
不安だらけの日々でも
愛してみる
感じた事のない
クソみたいな敗北感も
どれもこれもが僕を
つき動かしてる

鼓動が揺らすこの大地とハイタッチ
全て懸けた あの夏も
色褪せはしない 忘れられないな
今日を生きる為に
探す宛ても無いのに
失くしてしまう僕らは
何のために 誰のために
傷を増やしてゆくんだろう
雨が降るその後に
緑が育つように
意味のない事は無いと
信じて 進もうか
答えがない事ばかり
だからこそ愛そうとも

あの頃の青を
覚えていようぜ
苦味が重なっても
光ってる
割に合わない疵も
認めてあげようぜ
僕は僕自身を
愛してる
愛せてる
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",84
40,Tokyo Flash,Vaundy,"相槌がうまくなったんだ
できてる? できてる?
あぁ 君もうまいね
合図なしで攻撃してきたんだ
わるくない わるくない
あぁ もういいのかい

Stay まだここにいてね 君の
Fake の笑顔をみせてよみせてよ ねぇ
Stage four の癌にかかっているみたいかい?
Age ごしの性愛者でいいの

東京フラッシュ
君の目が覚めたら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
君と手を繋いだら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ

断崖絶壁で愛していた
できてる? できてる?
あぁ今日も深いね
断片的で単純ストーリーだ
わるくない わるくない
あぁ もういいよ

Stay まだここにいてね 君の
Fake の笑顔をみせてよみせてよ ねぇ
Stage four の癌にかかっているみたいかい?
Age ごしの性愛者でいいの

東京フラッシュ
君の目が覚めたら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
君と手を繋いだら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ

もうやめにしようかなんて思うんだ あぁ でも
君の笑顔や仕草がまたほらクセになってんだ

東京フラッシュ
君の目が覚めたら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
君と手を繋いだら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
君の目が覚めたら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
君と手を繋いだら
どこへ行こうどこへ行こう
変わらないよ
東京フラッシュ
BULPEUL 님이 등록해 주신 가사입니다.
가사 오류 제보",246
