,제목,가수,가사,좋아요
20,청혼하지 않을 이유를 못 찾았어,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.D1DE7B256309B40D19EC9BFB3BE18550.e.76731"")>","너에게 안 믿길 만큼 받은 게 참 많아요
우선은 너 하나, 그리고 우리란 말
사실 더할 나위 없이 그거면 됐지요
우리만의 기억 과분한 선물이지요

너로 인해 난 놀랍게도 변한 게 참 많아요
맘속엔 너와 날 가득히 채운 바다
잡은 두 손 사이로 붉은 실이 보이죠
어쩌면 정해져 있었던 걸지도

근데 있잖아 자연스런 고백이 난 제일 어려워
내 맘을 멋있게 전하고 싶어 고민했어
수많은 바람 끝에 너에게 할 말을 정했어
가장 솔직하고 감동적인 말

너에게 청혼하지 않을 이유를 못 찾았어
내 일상, 내 모든 하루는 너라서
그댄 오늘도 정말 예쁘네요
빛나줘 곁에서 부디 영원토록

수백 번 연습하며 오늘을 기다려왔어
어쩌면 어설픈 말들일지라도
그댈 내일 더 사랑할 거란 것
그게 내가 청혼할 이유
그 이유의 이유

마침내 전한 내 고백 조금은 수줍어도
굳게 잡은 두 손 놓지 않기로 약속
마지막까지도 꼭 함께하기로
그 마지막의 마지막의 마지막까지도

너에게 청혼하지 않을 이유를 못 찾았어
내 일상, 내 모든 하루는 너라서
그댄 오늘도 정말 예쁘네요
빛나줘 곁에서 부디 영원토록

수백 번 연습하며 오늘을 기다려왔어
어쩌면 어설픈 말들일지라도
그댈 내일 더 사랑할 거란 것
그게 내가 청혼할 이유
그 이유의 이유

많은 사람들 중에
그 많은 순간들 중에
만난 우리
우연과 얽힌 운명들 중에
가장 찬란한 순애
그 서막 끝의 무대

너에게 청혼하지 않을 이유를 못 찾은 것
기억 속 찬란함이 온통 너란 것
그댄 오늘도 정말 예쁘단 것
전부야 너무나 당연한 이유가

난 이제 준비해 둔 모든 말을 꺼내 뒀어
항상 내 맘 한켠 담아뒀던 프러포즈
그댄 내일도 아름다울 거란 것
그게 내가 청혼한 이유
그저 너란 이유","44,701"
21,사랑인가 봐,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.50424777367ECFF553F750F2735EDB7C.e.79538"")>","너와 함께 하고 싶은 일들을
상상하는 게
요즘 내 일상이 되고
너의 즐거워하는 모습을 보고 있으면
자연스레 따라 웃고 있는 걸
너의 행동에 설레어하고 뒤척이다가
지새운 밤이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
점점 너와 하고 싶은 일들 생각하면서
하룰 보낸 날이 많아지는데
이건 누가 봐도 사랑일 텐데
종일 함께면 질릴 텐데
나 돌아서도 온통 너인 건
아무래도 사랑인가 봐
너의 행복해하는 모습을 보고 있으면
나도 모르게 따라 웃는데
이 정도면 알아줄 만하잖아
너도 용기 낼만 하잖아
나만 이런 게 아니라면
우리 만나볼 만하잖아
아무래도 사랑인가 봐","219,259"
22,취중고백,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.EE04877BA662E560216018515072D70E.e.82223"")>","뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어","195,420"
23,우리들의 블루스,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.DA73CCF0DE629CAE9526B8312340B391.e.85662"")>","잊지는 말아요 함께 했던 날들
눈물이 날 때면
그대 뒤를 돌아보면 돼요
아프지 말아요 쓸쓸한 마음에
힘든 일이 참 많았죠 그대에겐
내가 곁에 있을게요
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
그땐 미소 짓겠죠
작은 행복까지 모두
외롭고 지칠 때 손잡아 줄게요
슬픔이 짙어질 때면 위로해 줄
그 한 사람이 될게요
그대 부디 울지 말아요
슬퍼 말아요
그대에게 빛이 될게요
언젠가 우리 시간 지나면
알게 되겠죠
그땐 웃을 수 있죠 나 약속할게요
폭풍 속에 혼자 남아 헤매도 오
길이 되어 지킬게요 그대
그댈 위해 노래할게요
잊지 말아요
그댈 위해 약속할게요
어두운 길을 밝게 비추는
그대의 빛이 될게요","112,413"
24,사막에서 꽃을 피우듯,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.3E36C378628DE59D0C21CEB0CE983845.e.88457"")>","아침에 눈 뜨는 게 너무 행복해졌어
널 사랑한다 말할 수 있어서 하늘에 감사해
⠀
네 번의 계절을 너와 함께할게
평생토록 더 오래도록 더 영원토록
⠀
음악처럼 꿈처럼
매일 새롭게 사랑을 주고 싶어
지금처럼 곁에 있어 주기를 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
한 걸음 한 걸음
어둡지 않게 내가 널 비춰줄게
지금처럼 곁에 있어 주면 돼 언제나
⠀
사막에서 꽃을 피우듯 널 만난 건 기적인 걸
설렘이 사라지더라도 이 사랑을 지켜줄게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
너와 함께하는 이 시간이
조금만 더 천천히 흘러가길
⠀
어떤 날엔 웃게 해 줄게
좋은 날엔 더 안아줄게
슬픈 날엔 그냥 울어도 돼
내가 더 노력할게
⠀
허물없이 지내다가도
힘든 날엔 말없이 기댈 수 있게
언제나 네 곁에 내가 서 있을게
⠀
언제나 네 곁에 있을게","101,138"
25,온기,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.231025231354EE4BF09888E6A8226F3F.e.91324"")>","아무도 모를 거야
말한 적 없을 테니
아이처럼 울고 싶은 순간들
어른이란 말은 참 그댈 힘들게 하죠
더 외롭게 만들어

힘겨운 걸음으로 먼 길을 걸었는데
가고 싶은 곳은 어디였는지
어둡고 깊은 곳에 웅크려 앉은 그댈
난 떠나지 않겠어요

아무리 먼 길을 떠났어도
아무리 긴 시간이 흘러도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있겠어요

힘겨운 걸음으로 먼 길을 걸었는데
가고 싶은 곳은 어디였는지
세상이 지독하게 그댈 혼자 둘 때엔
단 하나만 기억해요

아무리 먼 길을 떠났어도
아무리 긴 시간이 흘러도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있어요

(I will be with you) 혼자인 것 같아
(I can be your only one) 그 어둠 속에 단 한 번의 용기, 단 한 사람의 온기
(Wanna be Warm) 그 작은 시작이 돼 줄 수 있어(in your life)

또다시 먼 길을 떠나도
한 번 더 긴 시간이 가도
이 길 끝에 떠오르는 태양을 만날 때까지
난 곁에 있겠어요
나 곁에 있어요","41,241"
26,눈사람,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.092F593792B25F126391ABBFA82A0400.e.94200"")>","멀리 배웅하던 길
여전히 나는 그곳에 서서
그대가 사랑한
이 계절의 오고 감을 봅니다
아무 노력 말아요
버거울 땐 언제든
나의 이름을 잊어요
꽃잎이 번지면
당신께도 새로운 봄이 오겠죠
시간이 걸려도
그대 반드시 행복해지세요
그 다음 말은 이젠
내가 해줄 수 없어서
마음속에만 둘게요
꽃잎이 번지면
그럼에도 새로운 봄이 오겠죠
한참이 걸려도
그대 반드시 행복해지세요
끝 눈이 와요
혹시 그대 보고 있나요
슬퍼지도록 시리던
우리의 그 계절이 가요
마지막으로 날
떠올려 준다면 안 되나요
다시 한 번 더 같은 마음이고 싶어
우릴 보내기 전에
몹시 사랑한 날들
영원히 나는 이 자리에서","271,222"
27,모래 알갱이,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.E51487F129B269F150D114D33C8577E0.e.97051"")>","나는 작은 바람에도 흩어질
나는 가벼운 모래 알갱이
그대 이 모래에 작은 발걸음을 내어요
깊게 패이지 않을 만큼 가볍게
나는 작은 바람에도 흩어질
나는 가벼운 모래 알갱이
그대 이 모래에 작은 발자국을 내어요
깊게 패이지 않을 만큼 가볍게
그대 바람이 불거든
그 바람에 실려 홀연히 따라 걸어가요
그대 파도가 치거든
저 파도에 홀연히 흘러가리
그래요 그대여 내 맘에
언제라도 그런 발자국을 내어줘요
그렇게 편한 숨을 쉬듯이
언제든 내 곁에 쉬어가요
그대 바람이 불거든
그 바람에 실려 홀연히 따라 걸어가요
그대 파도가 치거든
저 파도에 홀연히 흘러가리
그래요 그대여 내 맘에
언제라도 그런 발자국을 내어줘요
그렇게 편한 숨을 쉬듯이
언제든 내 곁에 쉬어가요
언제든 내 맘에 쉬어가요","66,826"
28,다시 만날 수 있을까,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.F3D1104894F593CDED017C84168D85E7.e.99757"")>","너를 위해 해 줄 것이 하나 없어서
보낼 수밖에 없었고
네가 없이 사는 법을 알지 못해서
순간순간을 울었다
후회로 가득한 한숨 자락이
시린 바람처럼
가슴 치는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
붙잡을 마음이야 없었겠냐마는
그때 난 부끄러웠다
떳떳하게 일어나 널 다시 찾아갈
뜨거운 꿈만 꾸었다
둘이 함께 했던 순간순간이
시린 폭포처럼
쏟아지는 날 그 언젠가
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까
그리운 마음이 서럽게 흘러넘쳐
너에게 닿을 때
우리 만날 수 있을까
다시 만날 수 있을까
그리 좋던 예전처럼 그때처럼
되돌아갈 수 있을까
다시 우리가 만나면
무엇을 해야만 할까
서로를 품에 안고서
하염없이 눈물만 흘려볼까","90,695"
29,HERO (From the Film “소방관”),"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.B8C51838BA6C6A7D881154F87085A89C.e.102828"")>","어젯밤에 꾸었던 꿈에
나는 너의 노래가 되어
작은 숨소리 그 위를 걷는
가장 예쁜 소리로 사랑을 말했네

빛이 드는 창가에 걸린
바래져 간 그림 속에 난
망토를 입고 하늘을 나는
너의 영웅이 되어 남겨져 있네

영원히
시들지 않을 꽃이 되어
바람이 불면
너의 곁에 흩날리리

햇살 아래 나란히 걷던
우리 집 앞 그 모든 길목에
뒤돌아보면 손을 흔들며
매일로 가는 너를 바라보겠네

영원히
시들지 않을 꽃이 되어
바람이 불면
너의 곁에 흩날리리

햇살 아래 나란히 걷던
우리 집 앞 그 모든 길목에
뒤돌아보면 손을 흔들며
매일로 가는 너를 바라보겠네

I want to be your HERO
I want to be your HERO
I want to be your HERO","20,486"
30,From,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.12B578963AF995045F2001FF12C9065D.e.105618"")>","How are you doing?
괜찮은 건지
사소한 감정들에 지쳐 보여
Somebody help me
그 시간들이 지나서
네게 비춰진 지금의 나

두려웠던 나의 계절
It was me, I didn't recognize myself

잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend

여기
Rain is falling
여전히 난 이곳에 서 있어
Somebody help me
그토록 바랬던 그 사람은 나, 너란 걸

찬란했던 나의 계절
It was me, I didn't recognize myself

잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend

잠들지 못한 그날
잠들 수 없던 그 밤
무너질 수 없었던 일어서야만 했던
Fogginess, Broken heart
But I've dreamed all day always
Love you
From your best friend","44,780"
31,가까운 듯 먼 그대여,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.281278174F8BDA64028DC9269654E7C8.e.108310"")>","저 달빛에 그려지는
그대의 미소를 간직해
그을진 저 노을 속에
그대 얼굴이 떠올라
또 찬바람이 불어와
그대의 맘을 뒤흔들면
포근한 저 바람 되어
안아줄게 그댈
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
밤하늘에 놓인 별들
그대의 모습과 같아서
홀로 그댈 생각하며
오늘도 늦은 잠 이뤄요
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
매일 꿈속에서도 준비한 말들을
이젠 해야 할 것 같은데
말처럼 되질 않아 오늘도
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓네","109,070"
32,내가 널 지켜줄게,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.EF790AE0014FCEDEC5F974A481344C38.e.111389"")>","나의 맘이 어느새 또다시
네가 있는 곳을 향해 걸어가고 있어
숨길 수 없는 너를 향한 나의 마음
멈출 수 없는 널 향한 발걸음

내가 널 지켜줄게
어떤 순간이 와도
어떤 세상에도
그저 네 곁에서 나
난 널 위해
모든 시간 속에 함께할게
내 맘에 소중히 새겨놓은
니 모습 너의 향기
기억할 수 있는 것
이 모든건 너를 향한 길이었으니까

무뎌진 채로 메말라있던 내 맘에
스며들어와 숨 쉴 수있어서

내가 널 지켜줄게
어떤 순간이 와도
어떤 세상에도
그저 네 곁에서 나
난 널 위해
모든 시간 속에 함께할게
내 맘에 소중히 새겨놓은
니 모습 너의 향기
기억할 수 있는 것
이 모든건 너를 향한 길이었으니까

시리고 차갑던 너의 지나온 날들
감싸줄게 너의 손을 잡고
절대 놓치지 않을 거야

내가 널 지켜줄게
어떤 순간이 와도
어떤 세상에도
그저 네 곁에서 나
난 널 위해
모든 시간 속에 함께할게
이제는 네가 없는 세상에
살아 숨 쉴 수 없어
내가 가진 모든 걸 다 잃어도
사라져도 너의 곁에 머물고 싶다고","5,416"
33,인생찬가,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.84BB7E9BA9FFE2899BF8B69DABDC63DE.e.114226"")>","꿈처럼 지나간 시간
나는 무얼 찾고 싶었나
지도도 없이 걸어온 삶을
후회하진 않으리
떠난 어제는 떠날 오늘로
남겨지기도 하지
나의 친구여 나의 형제여
내 이름 불러주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
내일은 처음 가는 길
언제나처럼 또 두려워
버들강아지 활짝 웃는 날
후회하지 않으리
비가 내리면 노래하리
눈이 내려도 좋아
나의 친구여 나의 형제여
내 이름 불러 주오
미안하다 나의 인생아
앞만 보며 살아왔구나
찬란한 순간이여 영원하라
영원한 순간이여 찬란하라","58,676"
34,LAST DANCE,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.CF78588640B339CCA0B2BA2746A3B820.e.117268"")>","영원할 줄 알았던 사랑도 저물고
이젠 그 흔한 친구마저 떠나가네요
나이가 들어서 나
어른이 되나 봐요
왜 이렇게 불안할까
사람들은 오늘도 과거에 머물고
세상은 나 없이도 잘 돌아가네요
아직은 어려서 나
철이 안 드나 봐요
왜 이렇게 바보 같을까
아무것도 없이
그저 행복해하던 때가
엊그제 같은데
그래 너무 멀리 와버렸어 난
기억이 안 나
모든 게 처음이라
서툴고 설레이기만 해
그 시절 기억들이
아직도 꿈만 같은데 난
지금 어디로 가는지
나는 이 노랠 부르며
너에게 돌아갈 거야
아름다웠던 그댈
다시 볼 수 있다면
너와 이 노랠 들으며
마지막 춤을 출 거야
이 순간을 기억해 언제까지라도
Just one last dance
희미한 불빛이 되어 별들 사이로
너 또한 이 별이 되어 손짓하네요
혼자가 되어서 나
외로워 보이나요
왜 이렇게 눈물이 날까
아무것도 없이
그저 행복해하던 때가
엊그제 같은데
그래 너무 멀리 와버렸어 난
기억이 안 나
모든 게 처음이라
서툴고 설레이기만 해
그 시절 기억들이
아직도 꿈만 같은데 난
지금 어디에 있는지
나는 이 노랠 부르며
너에게 돌아갈 거야
아름다웠던 그댈
다시 볼 수 있다면
너와 이 노랠 들으며
마지막 춤을 출 거야
이 순간을 기억해 언제까지라도
Just one last dance
음악은 계속해서 흐르고
여기 너를 기다리고 있는
나에게 기회를 줘
제발 단 한 번만
부디 약속할게
그리 길지는 않을 테니
나는 이 노랠 부르며
나는 이 노랠 부르며
너에게 돌아갈 거야
아름다웠던 그댈
다시 볼 수 있다면
너와 이 노랠 들으며
마지막 춤을 출 거야
이 순간을 기억해 언제까지라도
Just one last dance
너와 손을 잡고
춤을 추던 어젯밤
찬란히 빛이 나는
아름다운 One last smile
빨주노초 알 수 없던 황홀경
내가 보고 느끼던
세상과는 안 어울려
너와 손을 잡고
춤을 추던 어젯밤
찬란히 빛이 나는
아름다운 One last smile
빨주노초 알 수 없던 황홀경
내가 보고 느끼던
세상과는 안 어울려","202,349"
35,첫눈처럼 너에게 가겠다,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.86EA1049DEB229EAE329B5C55F254653.e.120511"")>","널 품기 전 알지 못했다
내 머문 세상 이토록 찬란한 것을
작은 숨결로 닿은 사람
겁 없이 나를 불러준 사랑
몹시도 좋았다
너를 지켜보고 설레고
우습게 질투도 했던
평범한 모든 순간들이
캄캄한 영원
그 오랜 기다림 속으로
햇살처럼 니가 내렸다
널 놓기 전 알지 못했다
내 머문 세상 이토록 쓸쓸한 것을
고운 꽃이 피고 진 이 곳
다시는 없을 너라는 계절
욕심이 생겼다
너와 함께 살고 늙어가
주름진 손을 맞잡고
내 삶은 따뜻했었다고
단 한번 축복
그 짧은 마주침이 지나
빗물처럼 너는 울었다
한번쯤은 행복하고 싶었던 바람
너까지 울게 만들었을까
모두 잊고 살아가라
내가 널 찾을 테니
니 숨결 다시 나를 부를 때
잊지 않겠다
너를 지켜보고 설레고
우습게 질투도 했던
니가 준 모든 순간들을
언젠가 만날
우리 가장 행복할 그날
첫눈처럼 내가 가겠다
너에게 내가 가겠다","351,714"
36,오래된 노래,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.4C321D80FFE6B16FE18AFBAA4ECAE138.e.123403"")>","오래전에 함께 듣던 노래가
발걸음을 다시 멈춰 서게 해
이 거리에서 너를 느낄 수 있어
널 이곳에서 꼭 다시 만날 것 같아

너일까 봐 한 번 더 바라보고
너일까 봐 자꾸 돌아보게 돼
어디선가 같은 노래를 듣고
날 생각하며 너 역시 멈춰있을까

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

내 사랑이 그대로인 것처럼
발걸음이 여길 찾는 것처럼
꼭 만날 거야 지금 이 노래처럼
날 사랑하는 네 맘도 같을 테니까

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

운명처럼 아니면 우연처럼
우리가 다시 예전처럼 만날 수 있다면
너에게 나 해주고 싶은 말이 하나 있어
널 다시는 놓치지 않을게

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로","35,456"
37,어른,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.80BF3F362F1158F0CFA3AF908DDEFAB5.e.126680"")>","고단한 하루 끝에 떨구는 눈물
난 어디를 향해 가는 걸까
아플 만큼 아팠다 생각했는데
아직도 한참 남은 건가 봐
이 넓은 세상에 혼자인 것처럼
아무도 내 맘을 보려 하지 않고
아무도
눈을 감아 보면
내게 보이는 내 모습
지치지 말고
잠시 멈추라고
갤 것 같지 않던
짙은 나의 어둠은
나를 버리면
모두 갤 거라고
웃는 사람들 틈에 이방인처럼
혼자만 모든 걸 잃은 표정
정신 없이 한참을 뛰었던 걸까
이제는 너무 멀어진 꿈들
이 오랜 슬픔이 그치기는 할까
언젠가 한 번쯤
따스한 햇살이 내릴까
나는 내가 되고
별은 영원히 빛나고
잠들지 않는
꿈을 꾸고 있어
바보 같은 나는
내가 될 수 없단 걸
눈을 뜨고야
그걸 알게 됐죠
나는 내가 되고
별은 영원히 빛나고
잠들지 않는
꿈을 꾸고 있어
바보 같은 나는
내가 될 수 없단 걸
눈을 뜨고야
그걸 알게 됐죠
어떤 날 어떤 시간 어떤 곳에서
나의 작은 세상은 웃어줄까","257,903"
38,희재,"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.C9A8765BF4A56777636F8632538BCD7B.e.129454"")>","햇살은 우릴 위해 내리고
바람도 서롤 감싸게 했죠
우리 웃음속에
계절은 오고 또 갔죠
바람에 흔들리는 머릿결
내게 불어오는 그대 향기
예쁜 두 눈도 웃음 소리도
모두가 내 것이었죠
이런 사랑 이런 행복 쉽다 했었죠
이런 웃음 이런 축복
내게 쉽게 올리 없죠
눈물조차 울음조차
닦지 못한 나
정말로 울면
내가 그댈 보내준 것 같아서
그대 떠나가는 그 순간도
나를 걱정했었나요
무엇도 해줄 수 없는
내 맘 앞에서
그댄 나를 떠나간다 해도
난 그댈 보낸 적 없죠
여전히 그댄 나를 살게 하는
이율테니
이런 사랑 이런 행복 쉽다 했었죠
이런 웃음 이런 축복
내게 쉽게 올리 없죠
눈물조차 울음조차 닦지 못한 나
정말로 울면
내가 그댈 보내준 것 같아서
그대 떠나가는 그 순간도
나를 걱정했었나요
무엇도 해줄 수 없는 내 맘 앞에서
그댄 나를 떠나간다 해도
난 그댈 보낸 적 없죠
기다림으로 다시 시작일테니
얼마나 사랑했는지
얼마나 또 울었는지
그대여 한순간 조차 잊지 말아요
거기 떠나간 그 곳에서
날 기억하며 기다려요
하루씩 그대에게
다가가는 나 일테니","171,031"
39,미인(美人),"<selenium.webdriver.remote.webelement.WebElement (session=""0b81422418252d7bc61705a45431cb0a"", element=""f.501E4B06A6F6EFD4D801A4250BE25784.d.B7C73778B3D71D1CFBDF6560BDE3AE84.e.131976"")>","헤어질 때 늘 하던 짧은 인사가
오늘따라 왜 이렇게 서글픈거니
눈물이 두 뺨 위로 흘러내릴때
그때서야 이별인 줄 알았어
제발 가지 말라고 차갑게 떠나지 말라고
가슴 아프도록 외쳐보지만
너는 떠나간다고 나의 손을 놓는다고
나를 두고 돌아서 버린 너
다시 사랑한다 해도 다른 누군갈 만나도
나는 너와 같은 사람 다신 만나진 못해
백 번 천 번을 말해도 울며 다짐을 해봐도
떠나가는 네 얼굴 보고싶은
내가 정말 싫어
모두 꿈일꺼라고 깨면 다 돌아올꺼라고
아픈 마음을 위로해보지만
점점 멀어져가는 너의 모습을 보면서
울고있는 내가 다 가여워
다시 사랑한다해도
다른 누군가를 만나도
나는 너와 같은 사람 다신 만나지 못해.
백번 천번을 말해도 울며 다짐을 해봐도
떠나가는 네 얼굴 보고싶은 내가 싫어
정말 사랑했었다면
나를 사랑했었다면
가는 길에서라도 한번쯤은 돌아봐줘
이거 하나만 알고 가
이 말 하나만 듣고 가
나보다 더 좋은 사람 만나도
날 잊으면 안돼","2,528"
