,제목,가수,가사,좋아요
45,Otonoke (Opening Theme to DAN DA DAN),Creepy Nuts,"ダンダダンダンダダンダンダダンダンダダン…
諦めの悪い輩
アンタらなんかじゃ束なっても敵わん
くわばらくわばらくわばら目にも止まらん速さ
くたばらん黙らん下がらん押し通す我儘
そこどきな邪魔だ俺はもう1人の貴方
貞ちゃん伽椰ちゃんわんさか黄泉の国wonderland
御祈祷中に何だが4時44分まわったら
四尺四寸四分様がカミナッチャbang around
呼ぶ声がしたんなら 文字通りお憑かれさまやん…
ハイレタハイレタハイレタハイレタハイレタ
必死で這い出た先で霧は晴れた
デコとボコが上手く噛み合ったら
痛みが重なったら
ココロカラダアタマ
みなぎってゆく何だか
背中に今羽が生えたならば
暗闇からおさらば
飛び立っていく彼方
ココロカラダアタマ
懐かしい暖かさ
足元に今花が咲いたならば
暗闇からおさらば
飛び立っていく彼方
何度だって生きる
お前や君の中
瞼の裏や耳の中
胸の奥に居着いてるメロディー、リズムに
ダンダダンダンダダンダンダダンダンダダン…
今日も賽の河原ど真ん中
積み上げてくtop of top
鬼とチャンバラ
the lyrical chainsaw massacre
渡る大海原
鼻歌singin’ sha-la-la
祓いたいのなら末代までの札束(okay?)
誰が開いたか禁(パン)后(ドラ)後は何があっても知らんがな
何百年待ったか超久しぶりの娑婆だ
ガキや若葉
まだコッチ来んじゃねーよバカが
今確かに目が合ったな
こーゆーことかよ…シャマラン…
ハイレタハイレタハイレタハイレタハイレタ
眠り飽きた先で君が待ってた
盾と矛が肩を抱き合ったら
怒りが消え去ったら
ココロカラダアタマ
みなぎってゆく何だか
背中に今羽が生えたならば
暗闇からおさらば
飛び立っていく彼方
ココロカラダアタマ
懐かしい暖かさ
足元に今花が咲いたならば
暗闇からおさらば
飛び立っていく彼方
何度だって生きる
お前や君の中
瞼の裏や耳の中
胸の奥に居着いてるメロディー、リズムに
ダンダダンダンダダンダンダダンダンダダン…
빨간사과 님이 등록해 주신 가사입니다.
가사 오류 제보",80
46,Roses,Finn Askew,"Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
You're my little pick me up yeah
You fill up my cup yeah
There's never enough of you
If I could have two of you I would
Maybe that's a bit greedy
We don't gotta keep it pg
Darling we can just break free
It's on you it's on you
It's on you it's on you
Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
I hate waking up but waking up with you
Makes me wanna wake up
I'm a mess up you're a mess up
That's two messed up
But we fell into each other's arms
Outta the storm
I won't cause harm to your complexion
I lay my heart on you yeah
That's my affection
My affection
It's on you it's on you
It's on you it's on you
Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
Hey rose I bought you five roses
Won't you come to my show
Show you how to live life yeah
You know you're f gold
Give you all my time
If you wanna take it slow
Your soul is lovely
Hey rose
Hey rose
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,354"
47,God's Plan,Drake(드레이크),"Yeah they wishin' and wishin'
And wishin' and wishin'
They wishin' on me yuh
I been movin' calm
Don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 AM to cuddle with me
You know how I like it
When you lovin' on me
I don't wanna die for them to miss me
Yes I see the things that they wishin' on me
Hope I got some brothers that outlive me
They gon' tell the story
Shit was different with me
God's plan god's plan
I hold back sometimes I won't yuh
I feel good sometimes I don't ayy don't
I finessed down weston road ayy 'nessed
Might go down a GOD yeah wait
I go hard on southside g yuh wait
I make sure that north side eat
And still bad things
It's a lot of bad things
That they wishin' and wishin'
And wishin' and wishin'
They wishin' on me
Bad things
It's a lot of bad things
That they wishin' and wishin'
And wishin' and wishin'
They wishin' on me
Yuh ayy ayy
She said do you love me?
I tell her only partly
I only love my bed and my momma
I'm sorry
Fifty dub I even got it tatted on me
81 they'll bring the crashers to the party
And you know me
Turn the o2 into the o3 dog
Without 40 oli there'd be no me
Imagine if I never met the broskies
God's plan god's plan
I can't do this on my own ayy no ayy
Someone watchin' this shit close yep close
I've been me since scarlett road ayy
Road ayy
Might go down as GOD yeah wait
I go hard on southside g ayy wait
I make sure that north side eat yuh
And still bad things
It's a lot of bad things
That they wishin' and wishin'
And wishin' and wishin'
They wishin' on me yeah yeah
Bad things
It's a lot of bad things
That they wishin' and wishin'
And wishin' and wishin'
They wishin' on me yeah
bbbgold 님이 등록해 주신 가사입니다.
가사 오류 제보",723
48,[19금] HUMBLE.,Kendrick Lamar(켄드릭 라마),"청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다.
성인 인증 후 이용해 주세요. (연 1회)
성인 인증 하기","4,007"
49,Agora Hills,Doja Cat(도자 캣) CONNECT 아티스트,"Yeah yeah

Kissing I hope they caught us
Whether they like or not (not)
I wanna show you off (off) 
I wanna show you off (off)
I wanna brag about it (yeah)
I wanna tie the knot (knot)
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (off) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (yeah) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you

Hold my hand
You can hit while they watch boy

(So 9:30?)
(I'll see you there)
(No you hang up)
(You hang up)

Somethin' different about you
Love it when he hit and smack too
Baby lemme lick on your tattoos
That's true that I like PDA
Take it to a seedy place
Suck a little dick in the bathroom
Who that man with the big strong hands
On her ass in the club with the paps? 
Baby that's you
Front seat chillin' with the window down
I be ten toes down on the dash 
getting' fast food
Hope you can handle the heat
Put your name in the streets
Get used to my fans looking at you
Fuck what they heard 
I don't fuck with them birds
I'm a mean kitty don't get stabbed 
with the rat tooth
Boys be mad that I don't fuck incels
Girls hate too gun to their pigtail
I love you I wanna big chill
Boy don't trip I'll split a big bill
Take you 'round the world 
they don't have to understand
Rub it in their face 
put a rock on her hand

(Baby can you call me back? I miss you)
(It's so lonely in my mansion)

Kissing I hope they caught us
Whether they like or not (not)
I wanna show you off (off) 
I wanna show you off (off)
I wanna brag about it (yeah)
I wanna tie the knot (knot)
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (off) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (yeah) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you

Hold my hand
You can hit while they watch boy

(Ah sorry I was taking a sip of my root beer)

'Cause love is pain but I need this shit (yeah)
We fuck too good when the bean kicks in
Like Fortnite I'ma need your skin (yeah)
Don't give a fuck where the penis been (uh)
Boy you're the one you're the only man
Me and you on my OnlyFans (come on)
Holy cow you're the Holy Trin' (Trin')
Hold me down when a hole need dick
Be my security it's your therapy
With you I ain't holding shit back
When I need my space you give that
When he broke my heart you fixed that
With a long walk on the beach
Love it when they honk-honk on the street
When they see us zoom by in the Jeep
We a whole damn joint we an energy
Baby we could just ride on our enemies
They all wanna know how you get to me
Let 'em feel how they feel and be Philistines
'Cause this type of love's the epitome said

(Baby you're literally capping to me right now)
(Like why are you capping?)
(You just cap so hard it's-)
(I don't know what to do)

Kissing I hope they caught us
Whether they like or not (not)
I wanna show you off (off) 
I wanna show you off (off)
I wanna brag about it (yeah)
I wanna tie the knot (knot)
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (off) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you (yeah) yeah yeah
I wanna show you off (off) 
I wanna show you off (off)
I wanna show you

Hold my hand
You can hit while they watch boy
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",513
50,Doja,Central Cee,"How can I be homophobic 
My bitch is gay
Hit man in the top 
Try see a man topless
Even the stick is gay
Hugging my bruddas and say that I love them 
but I don't swing that way
The mandem celebrate Eid 
The trap still running on Christmas Day

Somebody tell doja cat
That I'm tryna indulge in that
In my grey tracksuit see the bulge in that
See the motion clap 
when you're throwing it back
These females planning on doing me wrong
So I'm grabbing the Dom out the Trojan pack
Post the location after were gone
Can't slip and let them know where we're at
I don't know about you but I value my life
Cus imagine I die
And I ain't made 100m yet
so much things I ain't done yet
Like fucking a flight attendant
I don't party but I heard cardi there so fuck it 
I might attend it
Gotta kick back sometimes and wonder
How life would've been 
if I never did take them risks 
and would've I prospered?
Floating and I won't go under
Been out of town for a month
Absence makes the love grow fonder
Uk rap or uk drill
Gotta mention my name 
if you talk bout the genre

(Alright)

How can I be homophobic 
My bitch is gay
Hit man in the top 
Try see a man topless
Even the stick is gay
Hugging my bruddas and say that I love them 
but I don't swing that way
The mandem celebrate Eid 
The trap still running on Christmas Day

How can I be homophobic 
My bitch is gay
Hit man in the top 
Try see a man topless
Even the stick is gay
Hugging my bruddas and say that I love them 
but I don't swing that way
The mandem celebrate Eid 
The trap still running on Christmas Day
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",508
51,How Gee (하우지),BIGBANG (빅뱅),"[intro_gd] 
one for the money, two for the show 
we got the party peolple screamin' out...(hey - ho) 
let's go! 

[vrs1_top] 
on and on into the breaka-dawn 
i got a mic and
i just can't leave it alone i be the - t.o.p. aiite! 
i represent the big bang big thangs feel me i bring'em like 
down and dirty you heard me it's straight whoa! 
people gotta have it they really won't let go, huh 
yo, i got it full control 
indeed i'm ridin' high no need to lay low 

[gd] 
i'm psyked i'm rippin' the show 

[rap] 
tight like kick in the doe 
that's right baby zero below 
you know the gd got ya city throwin'em up 
it's oh so - ficky ficky fresh! i give you nuttin' less 
and if you aint known by now i be the best 
ladi dadi we came to party yes yes 
and while ya freakin' ya shawty let's just... 

[hook] 
ahhhhhhhhh big bang gon' raise the roof yall 
so you know what to do yall 
just keep on rockin'em 
ahhhhhhhhh big bang gon' raise the roof yall
just keep on rockin'em 

[vrs2_top] 
damn yo'm killin' the flow got it pack wall to wall doe to doe that's, / 
quite incredible i know 
and everybody in the place be tipsy 
amazin' what this be we blazin' it crispy 
ya honey wanna get down with this i make her bounce to this 
every ounce of this i shit'chu not 
and it's the shit'chu not you know i hits the spot 

[gd] 
yeah, i wear my sunglasses at night, 
still 20-20 suckas walkin' around talkin' all'at balony damn 
homie you phony! be on about'cha biz 
what it is you aint got nuttin' fo me
been an mc since my first sonyrock many and 
plenty they wanna know me
i'm 50 karots you a cubic zakoni fall back 
let my people react, we in the zone yeah! 

[hook] 
ahhhhhhhhh big bang gon' raise the roof yall 
so you know what to do yall 
just keep on rockin'em 
ahhhhhhhhh big bang gon' raise the roof yall
just keep on rockin'em 

[bridge_yb] 
all yall get'cha hands up clap now 
we gonna shake and tear the house down 
i know you wanna do this right now 
you gotta get up and move it all around
love the way the kick drum plays now 
i feel it in my heart that's it now 
i think i'm gonna count it off now... 

[vrs3_top] 
yeah, fire in the hole it's a new load'm killin'em slow 
make'em learn about the t.o.p - and how the story go 
it's not nice - not pretty 
ya hear a crack when i'm full contact i'm crushin' down many 

[gd] 
yeah, uh, straight comin' from the back shootin' henny 
people be gettin' wild just kickin' and rippin'em out 
you know it's what it's all about when you move a crowd 
just raise the roof, now! 

[hook] ahhhhhhhhh big bang gon' raise the roof yall 
so you know what to do yall 
just keep on rockin'em 
ahhhhhhhhh big bang gon' raise the roof yall
just keep on rockin'em
k7358 님이 등록해 주신 가사입니다.
가사 오류 제보","18,061"
52,[19금] Without Me,Eminem(에미넴),"청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다.
성인 인증 후 이용해 주세요. (연 1회)
성인 인증 하기","78,647"
53,Stronger,Kanye West(카니예 웨스트),"Work it make it do it makes us
Harder better faster stronger
N Now th that that don't kill me
Can only make me stronger
I need you to hurry up now
'Cause I can't wait much longer
I know I got to be right now
'Cause I can't get much wronger
Man I've been waiting all night now
That's how long I been on ya
(Work it harder make it better
Do it faster makes us stronger)
(I need you right now)
(More than ever hour after hour
Work)
(I need you right now)
Let's get lost tonight
You could be my black Kate Moss tonight
Play secretary I'm the boss tonight
And you don't give a fuck
what they all say right?
Awesome the Christian in Christian Dior
Damn they don't make 'em like this anymore
I ask 'cause I'm not sure
Do anybody make real shit anymore?
Bow in the presence of greatness
'Cause right now thou hast forsaken us
You should be honored by my lateness
That I would even show up to this fake shit
So go ahead go nuts go apeshit
'Specially in my Pastellé on my Bape shit
Act like you can't tell who made this
New Gospel homie take six
And take this haters
N Now th that that don't kill me
Can only make me stronger
I need you to hurry up now
'Cause I can't wait much longer
I know I got to be right now
'Cause I can't get much wronger
Man I've been waiting all night now
That's how long I been on ya
(Work it harder make it better
Do it faster makes us stronger)
(I need you right now)
(I need you right now)  me likey
I don't know if you got a man or not
If you made plans or not
If God put me in your plans or not
I'm trippin' this drink got me saying a lot
But I know that God put you in front of me
So how the hell could you front on me?
There's a thousand
you's there's only one of me
I'm trippin' I'm caught up in the moment right?
'Cause it's Louis Vuitton Don night
So we gon' do everything that Kan like
Heard they'd do anything for a Klondike
Well I'd do anything for a blonde dyke
And she'll do anything for the limelight
And we'll do anything when the time's right
Uh baby you're makin' it
(Harder better faster stronger)
N Now th that that don't kill me (Oh)
Can only make me stronger (Oh)
I need you to hurry up now (Oh)
'Cause I can't wait much longer (Oh)
I know I got to be right now (Oh)
'Cause I can't get much wronger (Oh)
Man I've been waiting all night now
That's how long I been on ya
(Work it harder make it better
Do it faster makes us stronger)
(I need you right now)
(I need you right now)
You know how long I've been on ya
Since Prince was on Apollonia
Since O J had Isotoners
Don't act like I never told ya
Don't act like I never told ya
Don't act like i never told ya
Don't act like I never told ya
Don't act like I never told ya
Baby you're makin' it
(Harder better faster stronger)
N Now th that that don't kill me
Can only make me stronger
I need you to hurry up now
'Cause I can't wait much longer
I know I got to be right now
'Cause I can't get much wronger
Man I've been waiting all night now
That's how long I been on ya
(Work it harder make it better
Do it faster makes us stronger)
(I need you right now)
(I need you right now)
Right now
Work it harder make it better
Do it faster makes us stronger
(I need you right now)
(I need you right now)
You know how long I've been on ya
Since Prince was on Apollonia
Since O J had Isotoners
Don't act like I never told ya
You know how long I've been on ya
Since Prince was on Apollonia
Since O J had Isotoners
Don't act like I never told ya
Told ya told ya
Never told ya told ya told ya told ya
Never told ya told ya told ya told ya
Never told ya told ya told ya told ya
Never told ya told ya told ya told ya
Never over never over Never over Never over
Never over never over Never over Never over
(Harder better faster stronger)
Work it harder make it better
Do it faster makes us stronger
More than ever hour after hour
Work is never over
Work it harder make it better
Do it faster makes us stronger
More than ever hour after hour
Work is never over
Work it harder make it better
Do it faster makes us stronger
More than ever hour after hour
Work is never over
Work it harder make it better
Do it faster makes us stronger
More than ever hour after hour
Work is never over
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",321
54,Talk (feat. Disclosure),Khalid(칼리드) CONNECT 아티스트,"Can't we just talk? Can't we just talk?
Talk about where we're goin'
Before we get lost lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk? Can't we just talk?
Figure out where we're goin'
Yeah started off right
I can see it in your eyes
I can tell that you're wantin' more
What's been on your mind?
There's no reason we should hide
Tell me somethin' I ain't heard before
Oh I've been dreamin' 'bout it
And it's you I'm on
So stop thinkin' 'bout it
Can't we just talk? Can't we just talk?
Talk about where we're goin'
Before we get lost
Lend me your thoughts (Yeah)
Can't get what we want without knowin' (No)
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk? Can't we just talk?
Figure out where we're goin'
Oh nah
Penthouse view
Left some flowers in the room
I'll make sure I leave the door unlocked
Now I'm on the way swear I won't be late
I'll be there by five o'clock
Oh you've been dreamin' 'bout it
And I'm what you want
So stop thinkin' 'bout it
Can't we just talk? (Oh) can't we just talk?
Talk about where we're goin'
Before we get lost lend me your thoughts
Can't get what we want without knowin'
I've never felt like this before
I apologize if I'm movin' too far
Can't we just talk? Can't we just talk?
Figure out where we're goin'
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,050"
55,Wrapped Around Your Finger,Post Malone(포스트 말론),"You keep me wrapped around your finger
Wrapped around your finger
I was caught up in your orbit
spinnin' like a bullet
I was wrapped around your finger
wrapped around your finger
Then I shot back down to Earth
I can’t call you right now I been drinking
And I know that I'll say what I'm thinking
My whole life I was drawn to the deep end
When will it sink in?
Why do I tell myself
that’ll I'll do the best I can?
I know damn well that
you couldn't give a damn
Ten billion cuties that think I'm the man
But if you come around
I'll be eatin' out your hand
Keep me wrapped around your finger
Wrapped around your finger
I was caught up in your orbit
spinnin' like a bullet
I was wrapped around your finger
wrapped around your finger
Then I shot back down to Earth
(Shot back down to Earth)
I keep wondering who's thе one replacing me?
Takе me back to yesterday
When I was wrapped around your finger
Wrapped around your finger
Then was shot back down to Earth
(Shot back down to Earth)
When we met you ain’t know I was a singer
You weren’t impressed by all the ice
on my fingers (So icy)
I had your mom and daddy's house
on my pinky (My pinky)
If I’da known what it'd be like now
I wouldn't be in misery right now
Look in the mirror I don't see myself
Being with me has gotta be like hell
So tell the devil I’ma be right down
You keep me wrapped around your finger
Wrapped around your finger
I was caught up in your orbit
Spinnin' like a bullet (Spinnin' like a bullet)
I was wrapped around your finger
wrapped around your finger
Then I shot back down to Earth
(Shot back down to Earth)
I keep wondering who's the one replacing me?
(Oh)
Take me back to yesterday
When I was wrapped around your finger
Wrapped around your finger
Then was shot back down to Earth
(Shot back down to Earth)
Yeah I'm wrapped around and around
And around on your finger now (Ooh ooh ooh)
You got me wrapped around and around
And around on your finger now (Ooh ooh)
I'ma be right down
You keep me wrapped around your finger
Wrapped around your finger
I was caught up in your orbit
Spinnin' like a bullet (Spinnin' like a bullet)
I was wrapped around your finger
wrapped around your finger
Then I shot back down to Earth
(Shot back down to Earth)
I keep wondering who's the one replacing me?
Take me back to yesterday
When I was wrapped around your finger
Wrapped around your finger
Then was shot back down to Earth
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",797
56,[19금] Love The Way You Lie (feat. Rihanna),Eminem(에미넴),"청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다.
성인 인증 후 이용해 주세요. (연 1회)
성인 인증 하기","15,538"
57,Gangsta's Paradise (feat. L.V.),Coolio(쿨리오),"As I walk through the valley 
of the shadow of death
I take a look at my life 
and realize there's nothin' left
'Cause I've been blastin' 
and laughin' so long that
Even my momma thinks 
that my mind is gone
But I ain't never crossed a man 
that didn't deserve it
Me be treated like a punk 
you know that's unheard of
You better watch how you talkin' 
and where you walkin'
Or you and your homies might be lined in chalk
I really hate to trip but I gotta loc
As they croak I see myself in the pistol smoke
Fool I'm the kinda G 
the little homies wanna be like
On my knees in the night 
sayin' prayers in the streetlight
Been spendin' most their lives 
livin' in the gangsta's paradise
Been spendin' most their lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Look at the situation they got me facin'
I can't live a normal life 
I was raised by the street
So I gotta be down with the hood team
Too much television 
watchin' got me chasin' dreams
I'm a educated fool with money on my mind
Got my ten in my hand and a gleam in my eye
I'm a loc'd out gangsta set trippin' banger
And my homies is down 
so don't arouse my anger
Fool death ain't nothin' 
but a heart beat away
I'm livin' life do or die what can I say?
I'm 23 now but will I live to see 24?
The way things is goin' I don't know
Tell me why are we so blind to see
That the ones we hurt are you and me?
Been spendin' most their lives 
livin' in the gangsta's paradise
Been spendin' most their lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Power and the money money and the power
Minute after minute hour after hour
Everybody's runnin' 
but half of them ain't lookin'
It's goin' on in the kitchen 
but I don't know what's cookin'
They say I gotta learn 
but nobody's here to teach me
If they can't understand it 
how can they reach me?
I guess they can't I guess they won't
I guess they frontin' that's why 
I know my life is out of luck fool
Been spendin' most their lives 
livin' in the gangsta's paradise
Been spendin' most their lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Keep spendin' most our lives 
livin' in the gangsta's paradise
Tell me why are we so blind to see
That the ones we hurt are you and me?
Tell me why are we so blind to see
That the ones we hurt are you and me?
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",54
58,Players,Coi Leray,"Yeah 'cause girls is players too
Uh yeah yeah
'Cause girls is players too (Keep it player baby)
'Cause girls is players too
Bitches gettin' money all around the world
'Cause girls is players too
What you know about livin' on the top?
Penthouse suites lookin' down on the opps
Took him for a test drive left him on the lot
Time is money so I spent it on a watch
Hold on lil' titties showin' through the white tee
You can see the thong
Bustin' out my tight jeans (Okay)
Rocks on my fingers like a nigga wifed me
Got another shorty? She ain't nothin' like me
Yeah 'bout to catch another flight
Yeah the apple bottom make him wanna bite
Yeah I just wanna have a good night
I just wanna have a good night
Hold up if you don't know now you know
If he broke then you gotta let him go
You could have anybody eeny miny moe
'Cause when you a boss
You could do what you want
Yeah 'cause girls is players too
Uh yeah yeah
'Cause girls is players too (Keep it player baby)
'Cause girls is players too
Bitches gettin' money all around the world
'Cause girls is players too
I go on and on and on again
He blowin' up my phone but I'm ignorin' him
He thinkin' he the one I got like four of him
Yeah I'm sittin' first class like valedictorian
Uh came a long way from rag to riches
Five star bitch yeah I taste so delicious
Let him lick the plate yeah
I make him do the dishes
Now he on News 12
'Cause a bitch went missin' sheesh
Yeah 'bout to catch another flight
Yeah the apple bottom make him wanna bite
Yeah I just wanna have a good night
I just wanna have a good night
Hold up if you don't know now you know
If he broke then you gotta let him go
You could have anybody eeny miny moe
'Cause when you a boss
You could do what you want
Yeah 'cause girls is players too
Uh (And it's time that we let 'em know that)
Girls is players too (Keep it player baby)
'Cause girls is players too
Bitches gettin' money all around the world
'Cause girls is players too
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",903
59,Nothin' On You (feat. Bruno Mars),B.O.B(비오비),"beautiful girls all over the world
i could be chasing but my time would be wasted
they got nothing on you baby
nothing on you baby
they might say hi and i might say hey
but you shouldn’t worry about what they say
cos they got nothing on you baby
nothing on you baby

not not not nothing on you babe
not not nothing on you
i know you feel where i’m coming from
regardless of the things in my past that i’ve done
most of really was for the hell of the fun
on the carousel so around i spun (spun)
with no directions just tryna get some (some)
tryna chase skirts, living in the summer sun (sun)
this is how i lost more than i had ever won
and honestly i ended up with none

there’s no much nonsense
it’s on my conscience
i’m thinking baby i should get it out
and i don’t wanna sound redundant
but i was wondering if there was something that you wanna know
(that you wanna know)
but never mind that we should let it go (we should let it go)
cos we don’t wanna be a t.v episode (t.v episode)
and all the bad thoughts just let them go (go, go, go)

beautiful girls all over the world
i could be chasing but my time would be wasted
they got nothing on you baby
nothing on you baby
they might say hi and i might say hey
but you shouldn’t worry about what they say
cos they got nothing on you baby
nothing on you baby

not not not nothing on you babe
not not nothing on you
hands down there will never be another one
i been around and i never seen another one
look at your style they ain’t really got nothing on
and you out and you ain’t got nothing on
baby you the whole package plus you pay your taxes
and you keep it real while them other stay plastic
you’re my wonder women call me mr. fantastic
stop.. now think about it

i’ve been to london, i’ve been to paris
even went out there to tokyo
back home down in georgia to new orleans
but you always still to show (still to show)
and just like that girl you got me fro (got me fro)
like a nintendo 64 (64)
if you never knew well now you know (know, know, know)

beautiful girls all over the world
i could be chasing but my time would be wasted
they got nothing on you baby
nothing on you baby
they might say hi and i might say hey
but you shouldn’t worry about what they say
cos they got nothing on you baby
nothing on you baby

not not not nothing on you babe
not not nothing on you
everywhere i go i’m always hearing your name (name, name)
and no matter where i’m at girl you make me wanna sing (sing)
weather a bus or a plane or a car or a train
no other girls in my brain and you the one to blame

beautiful girls all over the world
i could be chasing but my time would be wasted
they got nothing on you baby
nothing on you baby
they might say hi and i might say hey
but you shouldn’t worry about what they say
cos they got nothing on you baby
nothing on you baby

not not not nothing on you babe
not not nothing on you
yeah and that’s just how we do it
and i’ma let this ride
B O B and bruno mars
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","65,806"
60,BILLIE EILISH.,Armani White,"Bitch I'm stylish
Glock tucked big t shirt Billie Eilish
Watch on my wrist but I want that in diamonds
Niggas talkin' crazy when I pull up it's silent
Mile high run that shit back bitch I'm stylish
Glock tucked big t shirt Billie Eilish
Watch on my wrist but I want that in diamonds
Niggas talkin' crazy when I pull up it's silent
Mile high fuck a first class I'm the pilot
Put it in perspective
Bitch I got everything I wanted and some extra
I am not the type for turning into a detective
Got two of my own phones
Barely even check 'em
Uber Eats the food I don't call I just text it
Cashed out on bail my lil' bitch got arrested
Flexed out my Lexus
No backseats and no besties
I checked it no guest list so don't text me
Ayy two pistols thirties in the clip
These akimbos
Open hand smack him in his mitt bitch
I'm Kimbo
You be throwing cash in the strip
My lil' bitch suckin' dick for the free
I got a bitch but a bitch ain't got me
I know she trip when I dip so I creep
These bitches pillow
Talkin' 'bout me like I'm sleep
But she ain't know this Gen3 was
In my motherfucking tee
Bitch I'm stylish
Glock tucked big t shirt Billie Eilish
Propped up fucking it from the back
On an island
Heard they talkin' crazy 'bout my name
Now it's silent
Mile high run that shit back
Bitch I'm stylish
Glock tucked big t shirt Billie Eilish
Watch on my wrist but I want that in diamonds
Niggas talkin' crazy when I pull up it's silent
Mile high run that shit back bitch I'm stylish
Glock tucked big t shirt Billie Eilish
Watch on my wrist but I want that in diamonds
Niggas talkin' crazy when I pull up it's silent
Mile high fuck a first class I'm the pilot
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",901
